User,Text,Date,Favorites,Retweets,Mentions,HashTags
naosalvo,"""Aumenta 20 centavos!!! AEEE!!!""",2013-06-30 23:55:54+00:00,207,27,,
naosalvo,Cade o Pelé pulando ao lado do Galvão e eles se beijando de lingua depois do grito de tetra?!,2013-06-30 23:53:06+00:00,268,23,,
naosalvo,EA Sports revendo a força do Brasil para o próximo FIFA,2013-06-30 23:42:36+00:00,318,20,,
naosalvo,Shora Shakira,2013-06-30 23:27:17+00:00,182,5,,
naosalvo,David Luiz e Sergio Ramos marcando 2 gols pro Brasil hj,2013-06-30 23:15:42+00:00,58,7,,
naosalvo,Câmeras exclusivas fora do estádio flagram manifestantes já entrando no clima de micareta,2013-06-30 22:47:49+00:00,122,7,,
naosalvo,NEYMAR EU TE AMO OBRIGADO POR ACABAR COM AS MANIFESTAÇÕES NESSE MEU BRASIL TÃO SOFRIDOOO MEU FILHO VAI SE CHAMAR NEYMAARRR,2013-06-30 22:45:20+00:00,256,30,,
naosalvo,O mais estranho de estar vendo o jogo em um bar em Santos é que vc escuta mais elogio que piadas ao Neymar.,2013-06-30 22:24:56+00:00,9,9,,
naosalvo,"Qualquer faltinha no Neymar ja junta um monte de brasileiro gritando Sem Violência, calma galera isso ta indo longe demais",2013-06-30 22:23:16+00:00,205,13,,
naosalvo,GOOOOOOLL DANÇANDO QUADRADINHO DE OITO!!!,2013-06-30 22:03:26+00:00,160,6,,
naosalvo,Tenho medo do Felipāo cumprimentar o tec. da Espanha e eles se fundirem automaticamente evoluindo para um novo Pokemon emburrado.,2013-06-30 21:54:30+00:00,201,22,,
naosalvo,..q FIFA de cara qdo toca,2013-06-30 21:45:20+00:00,24,3,,
naosalvo,Não confio em gente que tem foto digital de qdo era bebê,2013-06-30 21:28:41+00:00,67,13,,
naosalvo,PRE PA RA,2013-06-30 20:19:09+00:00,52,5,,
naosalvo,"A Dilma podia ter ido de boa, era só ficar esperto pra qdo a vaia começar tocar o show das poderosas q tds iam cantar e esquecer a vaia.",2013-06-30 20:18:13+00:00,83,7,,
naosalvo,Fontes seguras me falaram que o Latino vai cantar o hino nacional na final de hoje,2013-06-30 19:07:10+00:00,73,2,,
naosalvo,To mais descolado que loja de roupa chamada Stilo,2013-06-30 00:30:00+00:00,29,5,,
naosalvo,Obrigado por ajudar na PEC 90 pai http://instagram.com/p/bKI1QdNLOq/,2013-06-29 21:56:10+00:00,27,13,,
naosalvo,Falei pro meu pai q esta rolando protesto em SP pela PEC 90 pra não matarem animais em extinção e precisava de uma foto dele apoiando causa.,2013-06-29 21:56:10+00:00,12,4,,
naosalvo,@edisonlsm @plantao190 Facebook eh foda,2013-06-29 21:04:43+00:00,0,0,@edisonlsm @plantao190,
naosalvo,"Tem um jogador do Brasil que parece integrante do Art Popular, de bigodinho, que ate hj n sei quem é",2013-06-30 23:20:24+00:00,32,2,,
naosalvo,@Pand4wan principalmente com a imagem,2013-06-30 21:50:46+00:00,0,0,@pand4wan,
naosalvo,"Bom, final Brasil e Espanha vc ja sabe oq fazer: PROTESTO! não. BINGO DO GALVÃO ESPECIAL! sim!!",2013-06-30 21:48:12+00:00,14,0,,
naosalvo,@reginacasebre n faz assim cmg,2013-06-30 21:43:26+00:00,0,0,@reginacasebre,
naosalvo,@isthisjoao ahhh ele me contou kkk,2013-06-30 21:41:18+00:00,0,1,,
naosalvo,@lima_th t dou um real,2013-06-30 20:55:46+00:00,0,0,@lima_th,
naosalvo,@futirinhas ou neymar ou selton melo,2013-06-30 20:15:20+00:00,0,0,@futirinhas,
naosalvo,@eders_ sempre acontece,2013-06-30 19:18:47+00:00,0,0,,
naosalvo,@fsreally 2,2013-06-30 19:14:39+00:00,1,0,@fsreally,
naosalvo,@Lopes_Mariana2 pela cara sim,2013-06-30 19:13:43+00:00,0,0,,
naosalvo,Minha fonte: http://instagram.com/p/bDPdQ6tLPm/,2013-06-30 19:09:19+00:00,2,0,,
naosalvo,@danielbayerr @kalieup mas pro podcast de vcs eu pedi voto po kkkk,2013-06-30 19:05:24+00:00,0,0,@danielbayerr @kalieup,
naosalvo,@kalieup n sei pq to como melhor instagram ate agora,2013-06-30 19:02:13+00:00,3,1,@kalieup,
naosalvo,"""@paulo_pera: @naosalvo o Feliciano fazendo o sinal como o mascote do NS! http://g1.globo.com/sao-paulo/noticia/2013/06/deputado-marco-feliciano-participa-da-marcha-para-jesus-em-sp.html"" /// Obg pela homenagem @marcofeliciano",2013-06-29 23:15:30+00:00,2,3,@paulo_pera @naosalvo @marcofeliciano,
naosalvo,Discurso do meu pai sobre a PEC 90. Não maltratem os animais. http://instagram.com/p/bKL2RAtLEf/,2013-06-29 22:15:30+00:00,19,5,,
naosalvo,@kalieup já vi isso em algum lugar.....,2013-06-29 21:09:35+00:00,0,4,@kalieup,
naosalvo,@yslitcha @youpix se vencer de melhor blog ate penso no assunto kk,2013-06-29 21:08:55+00:00,0,1,@yslitcha @youpix,
naosalvo,@elainepedroso kkk to de boa,2013-06-29 21:01:51+00:00,0,0,@elainepedroso,
naosalvo,@mel_dix serve pra barva tb?!,2013-06-29 21:01:35+00:00,0,0,@mel_dix,
naosalvo,@dontforget60b se n der Oi n vale o checkpoint kk,2013-06-29 21:01:04+00:00,0,0,@dontforget60b,
naosalvo,"""@marcostorm Imagina se um dia tds as pessoas q o @naosalvo já postou se reúnem tipo episódio d tds os rangers // Da pra fazer um baile funk",2013-06-29 19:38:37+00:00,5,2,@marcostorm @naosalvo,
naosalvo,Não são só por 30 moedas - Marcha para Jesus,2013-06-29 17:16:10+00:00,74,9,,
naosalvo,Ja pensou se no pagode anos 90 tivesse essa moda sertaneja de falar o nome dos integrantes no meio da música? 21 min cada música.,2013-06-29 16:50:55+00:00,67,7,,
naosalvo,@vanessa_agrella justo,2013-06-29 16:00:42+00:00,0,0,@vanessa_agrella,
naosalvo,Luxemburgo foi demitido do Gremio por conta da onda do não são só 20 centavos. Tadinho.,2013-06-29 15:59:07+00:00,21,0,,
naosalvo,@tvrecord cc @juzao,2013-06-29 15:48:27+00:00,1,2,@tvrecord @juzao,
naosalvo,@PablitonFelix kkk boas chances,2013-06-29 15:43:21+00:00,0,0,,
naosalvo,Game over pra ti,2013-06-29 15:32:34+00:00,26,1,,
naosalvo,Ontem postei esse video da tv chinesa no blog http://www.naosalvo.com.br/como-a-tv-chinesa-explica-os-protestos-no-brasil/ hj recebo o seguinte tweet:,2013-06-29 15:32:00+00:00,4,3,,
naosalvo,"""@folha_com: Luxemburgo é demitido Grêmio"" //// Mais uma boa opção no mercado pra queimar dinheiro.",2013-06-29 15:16:46+00:00,6,0,,
naosalvo,"Enqto o pau ta comendo por aqui, a TV chinesa explica os protestos direitinhooo por la http://www.naosalvo.com.br/como-a-tv-chinesa-explica-os-protestos-no-brasil/ HAHAHAHA",2013-06-29 15:01:36+00:00,20,10,,
naosalvo,Bão dia,2013-06-29 13:33:11+00:00,9,2,,
naosalvo,O Linguinha Loka,2013-06-29 05:19:11+00:00,13,1,,
naosalvo,Abriu uma companhia de taxi diferente aqui no bairro! #OrganizaçõesSushi https://vine.co/v/hzITK6hKZUn,2013-06-29 04:38:53+00:00,5,3,,#Organiza
naosalvo,"""@catupiry: Qual é o cocô saudável mesmo? O que boia ou o que afunda?"" /// Aquele que misteriosamente não suja o papel",2013-06-29 03:05:44+00:00,25,1,@catupiry,
naosalvo,Um site chamado http://capinhasdeiphonequenaocabemnobolso.com,2013-06-29 02:41:17+00:00,17,5,,
naosalvo,O Anonymous podia ter um grito de guerra estilo o da propaganda da Amanco. A-nonynous! A-nonynous!,2013-06-29 01:26:49+00:00,48,15,,
naosalvo,TV Chinesa explica os protestos no Brasil http://www.naosalvo.com.br/como-a-tv-chinesa-explica-os-protestos-no-brasil/ HUHUAHUHUAHUA MELHOR VIDEO ATE AGORA.,2013-06-28 23:27:25+00:00,44,19,,
naosalvo,"Tenho que apelidar meu pau de gusttavo lima, é isso?",2013-06-28 22:37:30+00:00,21,5,,
naosalvo,To confuso com a hashtag #MeuSorrisoDependeDoSeuGusttavoLima,2013-06-28 22:35:05+00:00,31,5,,#MeuSorrisoDependeDoSeuGusttavoLima
naosalvo,Tem mais homem doq mulher respondendo a pergunta....isso quer dizer que os homens são mais donas de casa q as mulheres OU mais preguiçosos.,2013-06-28 22:27:44+00:00,2,1,,
naosalvo,"Donas de casa, uma duvida, lava-louça funciona de verdade ou é tudo coisa de efeito especial 3D que aparece na propaganda?!",2013-06-28 22:22:52+00:00,13,5,,
naosalvo,SHOCKWAVE vs PLUGIN FLASH PLAYER na batalha mundial de travamento de navegadores,2013-06-28 21:55:38+00:00,115,53,,
naosalvo,"Pelo q vejo nas propagandas de material de cozinha, esses produtos combinados poderiam ser usados de boa em uma guerra quimica contra aliens",2013-06-28 21:53:06+00:00,21,3,,
naosalvo,"Essa do Alckmin vender o proprio helicóptero pra economizar pelos 20 centavos é demais hein! É o Robin Hood de ocasião, que faaaaaase...",2013-06-28 21:37:23+00:00,30,2,,
naosalvo,ATÉ QUANDO!? http://ego.globo.com/famosos/noticia/2013/06/ex-bbb-paulinha-se-exercita-e-corre-na-esteira.html,2013-06-28 21:20:39+00:00,26,2,,
naosalvo,"G1 ""Neymar tem 'receita' para o título: 'Temos que jogar'"" ...é o pensador do seculo!",2013-06-28 21:04:40+00:00,152,14,,
naosalvo,não tenho culpa em fazer merda na festa de aniversario dos outros pq eu nunca tive festa decente http://www.naosalvo.com.br/o-dia-em-que-eu-nasci/ nasci 1 de abril =(,2013-06-28 20:59:47+00:00,4,5,,
naosalvo,E tem o classico de comer tds brigadeiros da borda da mesa pq não alcançava os do fundo e apanhar da mãe depois. Mas isso td mundo ja fez!,2013-06-28 20:52:00+00:00,6,4,,
naosalvo,"> jogando amendoim na aniversariante na hora do parabens e ela ficava chorando ahuhuahua uau, que zuão eu sou ¬¬",2013-06-28 20:44:40+00:00,6,5,,
naosalvo,"Pensando bem, essa não foi a unica vez que fui expulso de festa infantil, teve uma que me prenderam na area de serviço pq eu ficava >",2013-06-28 20:44:37+00:00,5,5,,
naosalvo,Sera que esse ato fez com que alguma delas engravidasse antes da hora?,2013-06-28 20:39:18+00:00,8,5,,
naosalvo,"sempre parava as musicas nas posições sexuais do É o Tchan, ai as mães das meninas me mandaram embora.",2013-06-28 20:39:16+00:00,17,8,,
naosalvo,"Tava aqui lembrando q qdo tinha uns 10 anos fui expulso de uma festa infatil pq eu controlava o som na brincadeira da ""estatua"" e eu >",2013-06-28 20:39:11+00:00,15,7,,
naosalvo,NO ARRRRRRRRrrrrrrrrrrrrrrrrr http://www.naosalvo.com.br/177-links-da-semana/,2013-06-28 20:16:02+00:00,0,2,,
naosalvo,@andersonasneves trampando,2013-06-28 19:40:49+00:00,0,0,@andersonasneves,
naosalvo,@entojo @agenciafbiz q chic,2013-06-28 19:34:22+00:00,0,0,@entojo @agenciafbiz,
naosalvo,AVISO: O próximo Teste de Fidelidade Online sera AO VIVO no Youupix. Agora só preciso achar a melhor historia pra ficar foda ahuuahua,2013-06-28 19:32:04+00:00,5,2,,
naosalvo,Amanha é sexta!?! De novo!?!? Toda semana essa palhaçada de sexta feira! Não aguento mais pqp..,2013-06-28 06:41:26+00:00,70,9,,
naosalvo,@jeliasvaz pela foto dela nem escrever IRONIA ela sabia,2013-06-28 06:07:46+00:00,1,0,@jeliasvaz,
naosalvo,Desde 2009 que eu bloqueio 100% dos parentes que aparecem no facebook. Melhor coisa do mundo.,2013-06-28 06:02:01+00:00,22,10,,
naosalvo,"Eu gosto do twitter pq ele é um ""seletor natural de mães"" Elas não encontram o album para subir as fotos do churras com as amigas e desistem",2013-06-28 06:01:00+00:00,111,24,,
naosalvo,"Nos EUA ja começou a queda do Facebook, pessoal 15 a 25 ta voltando pro twitter pq considera o Facebook rede social de mãe e pai.",2013-06-28 05:55:11+00:00,116,15,,
naosalvo,vou começar a rir assim agora... ah! ah! ah!,2013-06-28 05:47:07+00:00,10,6,,
naosalvo,"O Facebook é mto triste cara hauuhahu passei o olho nos comentarios e tinha uma tia que ao inves de comentar ""hahaha"" comentou ""ah! ah! ah!""",2013-06-28 05:46:58+00:00,61,16,,
naosalvo,"Globo Reporter ""300 pedreiras fizeram o trabalho pesado dos homens e sem elas o Maraca n ficaria pronto"" ..era só por 300 homens no lugar ué",2013-06-28 05:36:42+00:00,29,3,,
naosalvo,@ohmygabe real!? q,2013-06-28 04:54:41+00:00,1,0,@ohmygabe,
naosalvo,Se eu fosse redator do G1 ia criar uma conta fake só pra ficar retrucando o povo retardado dos comentarios,2013-06-28 04:46:54+00:00,40,8,,
naosalvo,"RT @jeanwyllys_real Estou CHOCADO! (será verdade ou só um deboche do ator?) http://www.naosalvo.com.br/alexndre-frota-revela-que-ja-deu-uma-representada-em-marco-feliciano/ /// Se ta na internet, é verdade Jean.",2013-06-28 04:20:44+00:00,10,3,@jeanwyllys_real,
naosalvo,13 Manifestantes que ficaram confusos com os protestos,2013-06-28 04:18:26+00:00,23,5,,
naosalvo,@DaniloGentili O prefeiro de santo andre acabou de me ligar e parece que vão usar a musica como hino da cidade em 2014.,2013-06-28 03:45:29+00:00,64,10,@DaniloGentili,
naosalvo,@oVictorCampos to surrrrrrrrrdo,2013-06-28 03:05:30+00:00,0,4,@ovictorcampos,
naosalvo,"RT @Hewlly_C @naosalvo Cid c n tem twitter propio n? /// Tenho, quem quiser segue ae ---&gt; @naosalvo",2013-06-28 02:50:05+00:00,4,4,@naosalvo @naosalvo,
naosalvo,@drdoamorblog falou o Dr. do Amor.,2013-06-28 02:47:29+00:00,1,1,@drdoamorblog,
naosalvo,Ideia: Um site de filmes e seriados com os super herois semi nus e o Sheldon sem camisa no logo chamado Os Bazingayros.,2013-06-28 02:42:44+00:00,23,3,,
