User,Text,Date,Favorites,Retweets,Mentions,HashTags
jairbolsonaro,"Prefeitura do Rio/RJ-Lançamento pré-candidatura de @FlavioBolsonaro - (30/05), auditório da Bolsa de Valores (18h).",2016-05-29 23:21:29+00:00,360,1327,@FlavioBolsonaro,
jairbolsonaro,A Esquerda está para a verdade assim como o Chapolin Colorado está para o Tripa Seca:,2016-05-28 12:40:34+00:00,469,1324,,
jairbolsonaro,Ativistas tentaram impedir meu acesso no Clube Português (Niteroi/RJ). Ñ conseguiram. Obrigado a tds pelo carinho:,2016-05-28 02:47:07+00:00,418,1624,,
jairbolsonaro,"TÁ FEIO DEMAIS: ""Professora"" é filmada mentindo e caluniando e jornal coloca como se Bolsonaro fosse o algoz:",2016-05-26 16:06:42+00:00,666,1560,,
jairbolsonaro,Nem mesmo muitos dos piores bandidos admitem estupro/pedofilia e há comunistas que defendem alegando ser doença!,2016-05-25 22:42:09+00:00,639,1448,,
jairbolsonaro,"""Aproveitem porque em 2019 não mais terão Lei Rouanet"".",2016-05-23 19:50:56+00:00,574,1474,,
jairbolsonaro,Mais uma cartilha da doutrina ideológica de esquerda; desta vez ensinando crianças a usar drogas:,2016-05-22 11:55:52+00:00,475,789,,
jairbolsonaro,MULHERES NAS FORÇAS ARMADAS:,2016-05-21 15:54:18+00:00,308,1177,,
jairbolsonaro,"CPI DO BNDES: R$479milhões d empréstimos escusos p/Angola e há pessoas q negam existir um plano de poder dos ""amigos"". Quem paga é o Brasil.",2016-05-21 01:00:56+00:00,718,1485,,
jairbolsonaro,Ou muda-se o rumo da educação no Brasil ou o que nos sobrará no futuro será o socialismo.,2016-05-20 12:02:21+00:00,663,1495,,
jairbolsonaro,"O problema ñ é apenas a CORRUPÇÃO, mas principalmente o CARÁTER: ""DILMA USA VÍDEO DE POBRE FALSA P/ SE HOMENAGEAR.""",2016-05-19 20:51:51+00:00,624,1012,,
jairbolsonaro,"WIKIPEDIA:Este é Adolfo Hitlério, líder do Partido Nacional Socialista dos Trabalhadores Alemães, d extrema direita:",2016-05-19 07:56:32+00:00,512,1195,,
jairbolsonaro,"DÚVIDAS? O motivo do engajamento d alguns ""artistas"" amorais: ""CULTURA Ñ SABE O DESTINO DE R$3,8bi da LEI ROUANET"".",2016-05-17 23:16:27+00:00,1579,2237,,
jairbolsonaro,SEGURANÇA PÚBLICA NO BRASIL: foto: @benebarbosa_mvb,2016-05-17 12:10:12+00:00,632,1053,@benebarbosa_mvb,
jairbolsonaro,"Se dependesse da minha caneta, assinaria dezenas de acordos com Israel. Segue:",2016-05-15 15:27:20+00:00,451,1583,,
jairbolsonaro,Em Israel 90% prestam o serviço militar (homens e mulheres) e a arma passa a ser um direito do cidadão.,2016-05-13 10:24:49+00:00,588,2061,,
jairbolsonaro,Militantes de esquerda ateiam fogo em bandeira do Brasil. Nossa bandeira jamais será vermelha.,2016-05-13 04:49:25+00:00,437,1056,,
jairbolsonaro,"AFASTAMENTO DE DILMA: do Mar da Galiléia/Israel, parabenizo a todos os Brasileiros que lutaram por esse momento.",2016-05-12 11:21:05+00:00,365,1318,,
jairbolsonaro,Acabar c/ reinado do PT não se resume a somente tirá-los do poder! Temos que elimina-los culturalmente! Outra longa guerra que segue... ,2016-05-12 05:09:20+00:00,1638,3299,,
jairbolsonaro,"Acompanhando o impeachment e sendo elogiado pelos ""defensores"" de direitos humanos.",2016-05-11 20:17:58+00:00,706,2227,,
jairbolsonaro,Veja como se comporta quem diz lutar por direitos humanos e democracia. A mentira é o combustível da esquerda.,2016-05-28 02:49:08+00:00,226,633,,
jairbolsonaro,"PSOL, PT, PCdoB, REDE....",2016-05-28 02:36:00+00:00,300,705,,
jairbolsonaro,Ainda podemos virar uma Venezuela:,2016-05-26 21:04:38+00:00,374,748,,
