User,Text,Date,Favorites,Retweets,Mentions,HashTags
jairbolsonaro,"Thank you for the words, Queen. God bless Brazil and the United Kingdom / Obrigado pelas palavras, Rainha. Deus abençoe o Brasil e o Reino Unido.",2019-01-31 20:59:18+00:00,4462,32887,,
jairbolsonaro,O Brasil não pode parar! ,2019-01-31 20:22:56+00:00,7139,64650,,
jairbolsonaro,"As bravas tropas israelenses, cedidas pelo Primeiro Ministro @netanyahu, encerram hoje a missão no Brasil. Agradeço, em nome do povo brasileiro, ao Estado de Israel pelos serviços prestados em Brumadinho-MG em parceria com nossos Guerreiros das Forças Armadas e Bombeiros.",2019-01-31 12:26:15+00:00,7420,63859,@netanyahu,
jairbolsonaro,"Reassumo as funções da Presidência da República. Entre exercícios e fisioterapia, os trabalhos que já vinham sendo tocados pela nossa equipe seguem com afinco. O apoio que estou recebendo será fundamental para minha total recuperação. Muito obrigado! Um forte abraço a todos!",2019-01-30 14:28:39+00:00,7571,81657,,
jairbolsonaro,"Foram tempos difíceis, consequência de uma tentativa de assassinato que visava destruir não só a mim, mas a esperança de muitos brasileiros num futuro melhor. Agradeço a Deus por estar vivo, aos profissionais que cuidaram de mim até aqui e a todos vocês pelas orações! Estou bem.",2019-01-29 13:15:09+00:00,12736,119866,,
jairbolsonaro, ,2019-01-28 18:35:34+00:00,7753,88787,,
jairbolsonaro,Um forte abraço a todos e até breve! Deus no comando! ,2019-01-27 17:36:11+00:00,9973,94671,,
jairbolsonaro,"Após contato com o Primeiro-ministro de Israel, @netanyahu , chegam hoje, às 12h, em Belo Horizonte-MG, recursos humanitários e profissionais; São 140 pessoas e 16 toneladas de equipamentos destinados a busca de desaparecidos em Brumadinho - MG.",2019-01-27 06:58:55+00:00,7249,55721,@netanyahu,
jairbolsonaro, ,2019-01-26 21:33:24+00:00,4689,38386,,
jairbolsonaro,"Por telefone o 1° ministro de Israel, @netanyahu nos ofereceu ajuda para a busca de desaparecidos no desastre de Brumadinho/MG. Aceitamos e agradecemos mais essa tecnologia israelense a serviço da humanidade.",2019-01-26 16:24:08+00:00,11156,83421,@netanyahu,
jairbolsonaro,"Difícil ficar diante de todo esse cenário e não se emocionar. Faremos o que estiver ao nosso alcance para atender as vítimas, minimizar danos, apurar os fatos, cobrar justiça e prevenir novas tragédias como a de Mariana e Brumadinho, para o bem dos brasileiros e do meio ambiente.",2019-01-26 14:22:17+00:00,9588,82000,,
jairbolsonaro,Pronunciamento sobre a tragédia em Brumadinho/MG:,2019-01-25 20:54:30+00:00,6196,39637,,
jairbolsonaro,"Lamento o ocorrido em Brumadinho-MG. Determinei o deslocamento dos Ministros do Desenvolvimento Regional e Minas e Energia, bem como nosso Secretario Nacional de Defesa Civil para a Região.",2019-01-25 17:20:18+00:00,6169,61066,,
jairbolsonaro,"Alguns passos de Adélio Bispo, ex-filiado do PSOL, o criminoso que tentou matar Jair Bolsonaro:",2019-01-25 10:16:55+00:00,8933,40275,,
jairbolsonaro,"Fake News! Referi-me à missão concluída, reuniões produtivas com Chefes de Estado, voltando ao país que amo, Bolsa batendo novo recorde na casa dos 97.000 e confiança no nosso país sendo restabelecida, isso faz de hoje um grande dia! ",2019-01-24 20:13:48+00:00,10273,60572,,
jairbolsonaro,Grande dia! ,2019-01-24 18:16:58+00:00,12623,78745,,
jairbolsonaro,Retornando ao Brasil! ,2019-01-24 18:10:02+00:00,3895,70698,,
jairbolsonaro,São cada vez mais positivas as impressões que recebemos. A confiança no futuro do Brasil vem sendo restabelecida através de compromissos sólidos e eficientes para nossa economia. Temos um claro objetivo: colocar nosso país entre os 50 melhores para se fazer negócios no mundo!,2019-01-24 16:32:41+00:00,5132,42285,,
jairbolsonaro,"Foro de SP consiste no grupo de países e grupos ideologicamente alinhados usando o dinheiro dos cidadãos para a manutenção de seus companheiros no poder em nome do chamam de Pátria Grande Bolivariana. Graças a Deus, a economia e sociedade destes comungados foram deflagrados!",2019-01-24 16:25:32+00:00,6648,31983,,
jairbolsonaro,"Mais compromissos internacionais no dia de hoje: conversamos com o Presidente da Polônia ANDRZEJ DUDA e o Presidente da Ucrânia PETRO POROSHENKO. Graças a estas aproximações “olho no olho”, derivações positivas entre nossos países estão por vir. EXCELENTE!",2019-01-24 11:03:19+00:00,5445,37892,,
jairbolsonaro,Qualquer tentativa de desvirtuar o papel institucional do Governo diante desses fatos é desprovida de boa fé e de profissionalismo. Boa noite a todos!,2019-01-31 23:45:02+00:00,2473,25485,,
jairbolsonaro,"Nesta quinta-feira, véspera das eleições para presidência do Senado, procuramos diplomaticamente fazer contato com os candidatos desejando-lhes boa sorte. O eleito será importantíssimo para a democracia e o futuro do Brasil.",2019-01-31 23:38:58+00:00,3678,33621,,
