User,Text,Date,Favorites,Retweets,Mentions,HashTags
jairbolsonaro,"Comissão aprova redução da maioridade penal / Liana Friedenbach / PSOL, PT, PPS, PCdoB e Maria do Rosário.",2015-03-31 17:39:20+00:00,513,444,,
jairbolsonaro,C/ @FlavioBolsonaro e @BolsonaroSP na Esplanada dos Ministérios celebrando o 31 de março de 1964.,2015-03-31 17:19:54+00:00,218,288,@FlavioBolsonaro @BolsonaroSP,
jairbolsonaro,Sou o autor da proposta q reduz a maioridade penal + antiga entre os parlamentares em atividade: PEC301/96. #SimAReducaoDaMaioridadePenal,2015-03-30 18:43:01+00:00,265,356,,#SimAReducaoDaMaioridadePenal
jairbolsonaro,Aprovado projeto q torna hediondo crime contra a vida d Agentes d Segurança. Nosso raciocínio. C/ @BolsonaroSP :,2015-03-26 19:57:03+00:00,103,146,@BolsonaroSP,
jairbolsonaro,#MINHABANDEIRANÃOÉVERMELHA .,2015-03-24 13:18:41+00:00,176,255,,#MINHABANDEIRAN
jairbolsonaro,"O PP, a operação Lava Jato, Bolsonaro e os canalhas oportunistas.",2015-03-23 17:53:28+00:00,141,145,,
jairbolsonaro,Hj é meu aniversário e ver os filhos crescendo é o melhor presente! @flaviobolsonaro @carlosbolsonaro @bolsonarosp,2015-03-21 13:39:21+00:00,104,338,@FlavioBolsonaro @CarlosBolsonaro @BolsonaroSP,
jairbolsonaro,"NOVA COVARDIA DO PT COM OS PAIS E AS CRIANÇAS NAS ESCOLAS. Vc, pai ou mãe, concorda com isso?",2015-03-20 21:47:37+00:00,226,187,,
jairbolsonaro,Globo News falando q fui praticamente posto pra fora de manifestação. Dou risada ou me inconformo c/ a falácia? rs!,2015-03-15 20:53:51+00:00,319,443,,
jairbolsonaro,Mais da Caminhada de Copacabana (15/03): #BRASILNÃOÉCUBA . @VerBolsonaro e @FlavioBolsonaro,2015-03-15 20:36:51+00:00,140,216,@VerBolsonaro @FlavioBolsonaro,#BRASILN
jairbolsonaro,CAMINHADA COPACABANA(15/03): Agradeço a todos a confiança que têm depositado em nosso trabalho. #BRASILNÃOÉCUBA,2015-03-15 18:43:34+00:00,222,308,,#BRASILN
jairbolsonaro,"Todos nós, cidadãos comuns vamos às ruas de nossos respectivos Estados. #15demarcoeuvou #BRASILACIMADETUDO",2015-03-13 18:22:52+00:00,258,274,,#15demarcoeuvou #BRASILACIMADETUDO
jairbolsonaro,BOLSONARO REQUER IMPEACHMENT DA PRESIDENTE DILMA. http://goo.gl/ixx60u,2015-03-13 14:45:56+00:00,222,247,,
jairbolsonaro,BOLSONARO E O DIA INTERNACIONAL DA MULHER: Fatos que desmentem os canalhas. http://goo.gl/5NNMPh,2015-03-08 12:46:11+00:00,96,105,,
jairbolsonaro,Lista do PP na Lava Jato / Sigla partidária q ocupo / Meu Futuro Político.,2015-03-07 18:36:43+00:00,118,145,,
jairbolsonaro,"SEGURANÇA PÚBLICA: Sabemos que o governo (PT, PSOL e PCdoB) de tudo fará para que fracassemos, contudo não desistiremos do que acreditamos!",2015-03-07 10:18:14+00:00,146,183,,
jairbolsonaro,Deputados preocupados c/ a sociedade ordeira defendem o fim da maioridade penal em caso de cometimento de crimes.,2015-03-07 10:15:45+00:00,132,160,,
jairbolsonaro,Bolsonaro propõe voto impresso na Reforma Política.,2015-03-06 18:55:18+00:00,229,238,,
jairbolsonaro,PCdoB no Ministério da Defesa.,2015-03-02 18:57:03+00:00,246,192,,
jairbolsonaro,"Bolsonaro aciona MP contra Lula pela evidente prática de crime contra a segurança nacional, ordem política e social. http://goo.gl/P8sX1T",2015-03-02 11:46:58+00:00,416,361,,
jairbolsonaro,"BLOG FAMÍLIA BOLSONARO: OBRIGADO FORÇAS ARMADAS, POR GARANTIREM QUE HOJE NÃO VIVAMOS EM UMA DITADURA COMO A DE CUBA. http://goo.gl/A4KjBy",2015-03-31 16:01:35+00:00,102,121,,
jairbolsonaro,NOVIDADE: PORTE DE ARMA AGENTES PENITENCIÁRIOS / ATIRADORES E CAÇADORES / CIVIS.,2015-03-30 23:37:43+00:00,83,105,,
jairbolsonaro,Projeto de Bolsonaro prorroga incentivo p/ informática e garante liderança do Brasil na área.,2015-03-30 18:31:34+00:00,39,70,,
jairbolsonaro,"Com @CarlosBolsonaro e @FlavioBolsonaro , presente na passagem do Comando Militar do Leste.",2015-03-30 14:50:13+00:00,23,59,@CarlosBolsonaro @FlavioBolsonaro,
jairbolsonaro,CRIMES CONTRA A VIDA D AGENTES D SEGURANÇA PÚBLICA PODEM SE TORNAR HEDIONDOS. http://goo.gl/vkOtkf (Via @FlavioBolsonaro e @BolsonaroSP ),2015-03-24 15:58:48+00:00,75,80,@FlavioBolsonaro @BolsonaroSP,
jairbolsonaro,O PT E A LIBERDADE DE IMPRENSA NO BRASIL: Bolsonaro fez declaração no passado e o presente mostra a verdade.,2015-03-19 18:46:55+00:00,93,93,,
jairbolsonaro,Acompanhe a Família Bolsonaro nas redes sociais. http://goo.gl/18q4iG,2015-03-18 18:19:30+00:00,36,57,,
jairbolsonaro,"""ONG$contra Bolsonaro em Direitos Humanos"". Estamos no caminho certo!",2015-03-04 14:42:36+00:00,93,125,,
jairbolsonaro,BOLSONARO TERIA DITO Q MULHERES TÊM Q GANHAR MENOS Q HOMENS? Os mal intencionados em ação. http://goo.gl/UfCbG2 (Via @VerBolsonaro ),2015-03-03 16:00:34+00:00,44,59,@VerBolsonaro,
