User,Text,Date,Favorites,Retweets,Mentions,HashTags
jairbolsonaro,3.000.000 de curtidas no facebook. Obrigado a todos! !,2016-04-30 19:42:10+00:00,585,2587,,
jairbolsonaro,"Hoje é aniversário do meu primeiro garoto, @flaviobolsonaro . Conte sempre comigo!!! Um abraço! Selva!",2016-04-30 18:02:09+00:00,232,1995,@FlavioBolsonaro,
jairbolsonaro,"No domingo, segundo redes sociais, manifestações d apoio à minha pessoa. Antecipadamente agradeço o carinho d todos!",2016-04-30 15:07:36+00:00,650,2133,,
jairbolsonaro,"O BRASIL PRECISA QUE A VERDADE SEJA DITA! Apelo à todos que não só assistam, bem como compartilhem esse vídeo.",2016-04-29 20:11:18+00:00,722,1097,,
jairbolsonaro,O Foro de São Paulo não existe!!!,2016-04-29 19:18:22+00:00,749,1162,,
jairbolsonaro,"UNIVERSITÁRIOS LEEM ""VERDADE SUFOCADA"". AUTOR: CORONEL BRILHANTE USTRA.",2016-04-28 13:06:32+00:00,444,1092,,
jairbolsonaro,Nã há duvidas que sempre estivemos no caminho certo:,2016-04-27 18:36:08+00:00,1092,1991,,
jairbolsonaro,"Canalhas tentam, a todo custo, colar a imagem do Nazismo a Bolsonaro, #SQN, TODO APOIO AO ESTADO DE ISRAEL.",2016-04-27 16:16:33+00:00,495,1560,,#SQN
jairbolsonaro,"ESTAMOS INCOMODANDO: Vagabundos espalham q eu teria dito q feministas mereciam ""calvário das viúvas"". A VERDADE: http://tinyurl.com/hx3ulbb",2016-04-27 15:53:10+00:00,270,571,,
jairbolsonaro,PSOL: partido q se vangloria por sua unidade... desvia dinheiro de sindicato p/campanha d Chico e Jean. DIVULGUE.,2016-04-27 13:27:55+00:00,621,823,,
jairbolsonaro,TV Globo reconhece INEXISTÊNCIA d sentença judicial transitada em julgado pelo crime d tortura em desfavor de Ustra.,2016-04-26 02:16:26+00:00,441,992,,
jairbolsonaro,A Globo News pediu-me uma nota sobre o episódio de hoje. Segue:,2016-04-24 18:18:09+00:00,1754,3609,,
jairbolsonaro,"Minha propriedade privada é sagrada. Se um dia invadirem, NÃO SAIRÃO!",2016-04-24 14:57:38+00:00,752,1834,,
jairbolsonaro,Meu condomínio está cercado por simpatizantes do PT. Estão ameaçando invadi-lo! Espero que não comentam essa loucura,2016-04-24 14:03:50+00:00,1192,2599,,
jairbolsonaro,Integrante da ALN confessa a execução do próprio companheiro. Quem conhece a história sabe o valor da liberdade.,2016-04-23 19:12:16+00:00,272,632,,
jairbolsonaro,DILMA NA ONU: peço a Deus para estar errado.,2016-04-22 20:41:38+00:00,462,980,,
jairbolsonaro,"FIDEL AMARRANDO UM PRISIONEIRO P/ TORTURAR E EXECUTAR. EI FIDEL, TEM UMA FOTO DO CEL. USTRA TORTURANDO ALGUÉM?",2016-04-21 12:25:26+00:00,1405,2427,,
jairbolsonaro,PORQUE NÃO SOU DE ESQUERDA:,2016-04-20 21:38:19+00:00,709,1269,,
jairbolsonaro,"Estamos crescendo, mostrando verdades escondidas sobre a história do Brasil e posso afirmar q o inimigo do Brasil ñ é apenas o PT! CUIDADO!",2016-04-20 11:54:40+00:00,480,1148,,
jairbolsonaro,PT nunca quis uma democracia e hj querem controlar a internet. Será pq?,2016-04-20 11:14:30+00:00,319,636,,
jairbolsonaro,NADA PODE RESISTIR A VERDADE: NÃO PODEMOS DESISTIR!,2016-04-28 17:15:43+00:00,174,487,,
jairbolsonaro,"Com a palavra, os desinformantes oficiais da esquerda... ",2016-04-27 16:30:20+00:00,103,382,,
jairbolsonaro,"BOLSONARO CAI NAS GRAÇAS DOS MARANHENSES E ""BOMBA"" NAS REDES SOCIAIS. http://tinyurl.com/jgvfuom (via @QuartoPoder1 ) Vamos desesquerdizar o ",2016-04-27 15:25:48+00:00,193,559,@QuartoPoder1,
jairbolsonaro,PT APAVORADO COM CRESCIMENTO DA DIREITA. VEJA: http://tinyurl.com/z3nau9w,2016-04-27 10:02:23+00:00,272,704,,
jairbolsonaro,A mortadela estragada fazendo efeito! Cassado ou caçado? Eis a questão! https://twitter.com/carlosmeneses6/status/725092513757978630,2016-04-26 22:53:20+00:00,175,621,,
jairbolsonaro,Desses devoradores de alfafa que estamos falando! https://twitter.com/fredex42/status/725091037304229889,2016-04-26 22:46:51+00:00,86,393,,
jairbolsonaro,Governo +uma vez usa de má fé e alega q Brasil tem 4• população carcerária do mundo! MENTIRA! Temos q prender mto +.,2016-04-26 22:34:59+00:00,177,515,,
jairbolsonaro,O Che Guevara que o professor isentão não expõe nas salas de aula. http://tinyurl.com/hdhyrms (via @tradutores_br ),2016-04-26 18:29:15+00:00,295,502,@tradutores_br,
jairbolsonaro,"Senador Magno Malta, as mentiras do PT e o efeito Trump na política brasileira.",2016-04-26 18:01:31+00:00,164,455,,
jairbolsonaro,Respostas q a TV não levou ao ar: 2- O que achou do protesto contra o sr. na porta do seu condomínio?,2016-04-26 15:27:15+00:00,133,328,,
jairbolsonaro,Respostas q a TV não levou ao ar: 1- O Sr. se arrepende de ter homenageado o Cel Ustra na votação do impeachment?,2016-04-26 15:25:50+00:00,156,355,,
jairbolsonaro,Regime Militar x Democracia Esquerdista:,2016-04-26 10:17:00+00:00,373,742,,
jairbolsonaro,Daqui a pouco no Superpop - responderei a 5 perguntas - Assuntos: tentativa de invasão em meu condomínio e Cel. Brilhante Ustra.,2016-04-26 02:14:32+00:00,208,970,,
jairbolsonaro,No tempo em que Lula e o Fantástico não mentiam:,2016-04-25 11:44:14+00:00,231,604,,
jairbolsonaro,"PROGRAMA ""FANTÁSTICO"" DEFENDE TERRORISTAS.",2016-04-25 11:34:19+00:00,227,609,,
jairbolsonaro,A ameaça...,2016-04-24 21:06:47+00:00,298,743,,
jairbolsonaro,Quem está mais sofrendo com a corrupção do PT são os pobres.,2016-04-24 15:31:48+00:00,290,881,,
jairbolsonaro,Porque o socialismo não é legal. http://tinyurl.com/j6jkdyf (via Embaixada da Resistência).,2016-04-24 00:32:09+00:00,176,513,,
jairbolsonaro,Mais um pouco da história q ñ é contada na maioria das escolas...,2016-04-20 17:19:04+00:00,183,397,,
jairbolsonaro,Presente que recebi esta semana! Obrigado a todos pelo carinho e seguimos em frente!,2016-04-20 13:09:41+00:00,175,972,,
jairbolsonaro,CONHEÇA O CORONEL BRILHANTE USTRA PELO PRÓPRIO PT. O QUE ESTÁ EM JOGO NÃO É A NOSSA VIDA. É A NOSSA LIBERDADE.,2016-04-20 00:24:26+00:00,483,938,,
jairbolsonaro,"Não adianta tentarem mudar o foco. Dilma seu fim está próximo, para o bem do Brasil.",2016-04-19 20:28:50+00:00,510,985,,
jairbolsonaro, ... #cholamais,2016-04-19 10:08:01+00:00,453,895,,#cholamais
jairbolsonaro,"MAIS AMOR, POR FAVOR! RESPEITO ÀS MINORIAS! DIREITOS HUMANOS JÁ! #NaoVaiTerGolpe ...",2016-04-19 09:48:03+00:00,782,1594,,#NaoVaiTerGolpe
jairbolsonaro,"Vejo q o pessoal do PT, PSOL e PCdoB continua a me elogiar nas redes sociais desde o impeachment! Obrigado pelo carinho! A verdade tortura!",2016-04-19 09:27:12+00:00,627,2100,,
jairbolsonaro,Medidas estão sendo tomadas contra o cuspidor de líquido do PSOL. Logo mais detalhes:,2016-04-18 21:14:50+00:00,1007,2140,,
jairbolsonaro,Complementando: chora comunada!!!! Dormiram quente ontem? Um abraço a todos!,2016-04-18 14:19:25+00:00,923,2137,,
jairbolsonaro,SIM.,2016-04-18 00:15:51+00:00,1045,2586,,
jairbolsonaro,Meu garoto acabou de votar e me fez sentir orgulho! @BolsonaroSP !,2016-04-17 22:46:13+00:00,1472,4379,@BolsonaroSP,
jairbolsonaro,O PSC fechou questão: todos os parlamentares do partido votarão A FAVOR DO IMPEACHMENT!,2016-04-17 19:32:10+00:00,543,1848,,
jairbolsonaro,Treinando para a declaração de voto do Impeachment! #forapt #foradilma #vaderetro #lulanacadeia .,2016-04-17 19:03:13+00:00,530,1382,,#forapt #foradilma #vaderetro #lulanacadeia
jairbolsonaro,"Mantenhamos a esperança na vitória! Brasil Acima de Tudo, Deus Acima de Todos! #impeachment #ForaForoDeSãoPaulo",2016-04-17 18:35:13+00:00,570,1166,,#impeachment #ForaForoDeS
jairbolsonaro,Grande passo dado p/ eliminação dos tentáculos do Foro de São Paulo no Brasil. #TchauQuerida @BolsonaroSP .,2016-04-12 12:36:18+00:00,655,1516,@BolsonaroSP,#TchauQuerida
jairbolsonaro,Essa esquerda é só amor: via facebook de Admiradores de Jair Bolsonaro:,2016-04-11 18:15:18+00:00,827,1536,,
jairbolsonaro,O socialismo dura até acabar o dinheiro dos outros!,2016-04-09 11:58:05+00:00,841,1433,,
jairbolsonaro,A COR DA PELE NÃO DEFINE SEU FUTURO. SUAS ESCOLHAS SIM!,2016-04-09 11:24:11+00:00,1061,1666,,
jairbolsonaro,"Mais pouco da eterna lógica ""golpista"" dos pães c/mortadela e alfafas.",2016-04-08 09:09:48+00:00,965,1365,,
jairbolsonaro,Bolsonaro dispara à frente de Lula em pesquisa no DF. http://tinyurl.com/ju843gd (via @BlogDoPim ),2016-04-06 17:07:38+00:00,412,745,,
jairbolsonaro,"O objetivo do Estatuto do desarmamento é tomar sua propriedade, SEM QUE POSSAS OFERECER QUALQUER RESISTÊNCIA!",2016-04-02 21:20:59+00:00,827,1238,,
jairbolsonaro,"Quando o governo é justo, o país tem segurança; mas, quando cobra impostos demais, a nação acaba na desgraça.",2016-04-02 21:17:23+00:00,790,1388,,
jairbolsonaro,Essa verdade virá a público (bandidos): LAVA-JATO ASSOMBRA PT COM FANTASMA DE CELSO DANIEL. http://tinyurl.com/h6clwzj (Via @BlogDoPim ),2016-04-01 19:37:45+00:00,458,666,,
jairbolsonaro,"Palestra bem intencionada e s/ cobrar, na Associação de Oficias da Polícia Militar do Estado do Espírito Santo. ",2016-04-01 16:21:36+00:00,318,1022,,
jairbolsonaro,"MUITO OBRIGADO PELO CARINHO, CAPIXABAS! ",2016-04-01 09:23:30+00:00,152,444,,
