User,Text,Date,Favorites,Retweets,Mentions,HashTags
jairbolsonaro,EDUCAÇÃO segundo Bolsonaro.,2015-06-29 15:19:07+00:00,121,200,,
jairbolsonaro,Em Belo Horizonte (MG) p/ audiência sobre o Estatuto do Desarmamento. C/ @BolsonaroSP e @deputadofraga .,2015-06-26 13:45:29+00:00,77,200,@BolsonaroSP @deputadofraga,
jairbolsonaro,Como desmascarar a petista Érika Kokay! (C/ @BolsonaroSP @PastorMalafaia e @BlogDoPim ). http://goo.gl/tgdULb,2015-06-26 12:45:14+00:00,168,248,@BolsonaroSP @PastorMalafaia,
jairbolsonaro,DISCURSO (3min): POLICIAL MILITAR HERÓI É TRATADO COMO MARGINAL.,2015-06-25 21:25:32+00:00,103,172,,
jairbolsonaro,ELEIÇÕES 2018 – PARANÁ PESQUISAS: + um instituto d pesquisa vai às ruas e ñ leva nome d Bolsonaro em consideração.,2015-06-24 21:06:23+00:00,49,80,,
jairbolsonaro,Agradeço o carinho q tive ao palestrar na Câmara Municipal de Blumenau-SC. C/ @BolsonaroSP #ESTATUTODODESARMAMENTO,2015-06-22 18:34:11+00:00,65,141,@BolsonaroSP,#ESTATUTODODESARMAMENTO
jairbolsonaro,DataFolha divulga pesquisa c/ inúmeros possíveis candidatos em 2018 e ñ inclui nome de Bolsonaro. Pq será?,2015-06-22 09:56:25+00:00,124,201,,
jairbolsonaro,ALIANÇA QUE VALE: Propus acordo Brasil/Japão na área científica da pesquisa de biodiversidade.,2015-06-21 10:53:21+00:00,47,106,,
jairbolsonaro,COLÉGIOS MILITARES: UM EXEMPLO PARA A EDUCAÇÃO! Veja o q pensa e o q faz o governo diante desta constatação:,2015-06-19 10:21:33+00:00,95,127,,
jairbolsonaro,CÂMARA APROVA VOTO IMPRESSO. (Com @BolsonaroSP ).,2015-06-17 00:56:19+00:00,445,567,@BolsonaroSP,
jairbolsonaro,Sátira bem bolada e realista: elite burguesa opressora x comunistas.,2015-06-16 15:02:37+00:00,381,368,,
jairbolsonaro,PSDB FLERTA COM PT PARA REJEITAR VOTO IMPRESSO. (Via @portalR7 :http://migre.me/qiPNu). Nosso comentário:,2015-06-15 15:39:36+00:00,244,203,@portalR7,
jairbolsonaro,Palestra sobre a redução da maioridade penal no RJ. (Com @CarlosBolsonaro ),2015-06-14 00:11:12+00:00,53,99,@CarlosBolsonaro,
jairbolsonaro,PT & PSDB:,2015-06-10 17:44:34+00:00,104,118,,
jairbolsonaro,"A relação entre o frio, arma de fogo, inverno e criminalidade! Via @benebarbosa_mvb",2015-06-10 16:35:50+00:00,252,360,@benebarbosa_mvb,
jairbolsonaro,"LEI DOS 3 CRIMES (NOSSA PROPOSTA): ""antes a cadeia cheia de vagabundos que o cemitério cheio de inocentes!""",2015-06-09 22:52:03+00:00,200,265,,
jairbolsonaro,"Legalizar a cocaína, a pedofilia e fazer propaganda p/o PSOL na TV, a linha auxiliar do PT. O Brasil tem jeito?",2015-06-08 10:30:46+00:00,157,172,,
jairbolsonaro,DIlma entra em campo contra a redução da maioridade penal. Entenda o motivo:,2015-06-05 10:38:48+00:00,106,113,,
jairbolsonaro,VOTO IMPRESSO AO LADO DA URNA ELETRÔNICA - EMENDA 10 - autor: JAIR BOLSONARO.,2015-06-02 14:24:19+00:00,394,422,,
jairbolsonaro,FAMÍLIA BOLSONARO MAIS UMA VEZ IMPEDE Q PROJETO Q PROIBE MOTOS DE CIRCULAREM ENTRE CARROS SEJA APROVADO. ENTENDA: http://goo.gl/RRlKj1,2015-06-30 13:47:41+00:00,42,119,,
jairbolsonaro,Hoje participo de hangout abordando diversos temas de interesse nacional. (29/06/15 às 21:00) - link p/ participar:,2015-06-29 23:11:43+00:00,44,99,,
jairbolsonaro,Participo hj do Programa CONECTADO AO PODER (de 20h às 21h). Caso queira participar estamos à disposição!,2015-06-23 17:50:59+00:00,32,75,,
jairbolsonaro,Formatura de Sargentos da Aeronáutica (Guaratinguetá-SP). Com o Deputado Federal @BolsonaroSP .,2015-06-19 22:35:56+00:00,24,110,@BolsonaroSP,
jairbolsonaro,"Hoje, estarei em Guaratinguetá-SP (formatura de Sargentos da Aeronáutica) e logo mais, festa junina em Resende-RJ.",2015-06-19 18:13:39+00:00,13,44,,
jairbolsonaro,"COLÉGIO MILITAR EMPLACA 4 ALUNOS EM UNIVERSIDADE NOS EUA, UM DELES EM HARWARD. http://goo.gl/xjoshh (Via @g1 ).",2015-06-19 10:23:30+00:00,68,131,@g1,
jairbolsonaro,VALE A PENA CONFERIR: Entrevista dada a BBC de Londres: (íntegra: http://goo.gl/9m4MFY ) - principais tópicos:,2015-06-18 17:41:31+00:00,57,73,,
jairbolsonaro, ,2015-06-18 00:31:31+00:00,35,86,,
jairbolsonaro,"RJ: Ñ basta auxílio-reclusão e alto custo p/ manter um marginal preso, terão tb o vale-transporte. http://goo.gl/eUqWfg (Via @BlogDoPim )",2015-06-13 00:36:14+00:00,107,113,,
jairbolsonaro,Discurso de hoje na Câmara dos Deputados: PARADA GAY: Programa de governo do PT - GOVERNO DE CANALHAS.,2015-06-11 19:11:23+00:00,78,116,,
jairbolsonaro,REFORMULAÇÃO DE REGIMENTO DISCIPLINAR: @FlavioBolsonaro defende modificação de prisão disciplinar p/ PMs. Entenda: http://goo.gl/6G4H9n,2015-06-09 01:09:17+00:00,28,46,@FlavioBolsonaro,
