User,Text,Date,Favorites,Retweets,Mentions,HashTags
jairbolsonaro,- Adeus 2019! Muito obrigado! Brasil acima de tudo; Deus acima de todos! ,2019-12-31 15:23:01+00:00,5130,45831,,
jairbolsonaro,"- Farol da Barra, Salvador/BA.",2019-12-30 17:29:39+00:00,5686,35218,,
jairbolsonaro,- A foto mais democrática do ano. Moleque curado... kkkkk,2019-12-29 21:21:13+00:00,5538,49636,,
jairbolsonaro,"- Registro de armas de fogo cresceu 50% no corrente ano, levando-se em conta o mesmo período de 2018. Segundo ""especialistas"", o número de mortes deveria aumentar no Brasil, MAS na prática caiu 22%. - Dependo do Parlamento para ampliar o direito a posse/porte para mais cidadãos.",2019-12-29 12:52:23+00:00,6762,35112,,
jairbolsonaro,- Na próxima segunda-feira Brasil e Israel assinam acordo de combate ao crime organizado. ,2019-12-29 00:58:57+00:00,6152,36342,,
jairbolsonaro,- Turismo sustentável na Amazônia. Cada turista é um fiscal do meio ambiente. Conheça a região mais cobiçada do mundo.,2019-12-28 21:45:31+00:00,6089,33180,,
jairbolsonaro,"- Um passado recente que não pode ser esquecido. Esses mesmos atores continuam ressentidos, e tudo fazem para sabotar o Governo. Novos personagens, agora do RJ, se unem a esses, com a mesma intenção: caluniar e difamar o PR Jair Bolsonaro. Vídeo completo: https://youtu.be/haBpI2B77UE",2019-12-28 15:39:21+00:00,7912,31701,,
jairbolsonaro,"- @DamaresAlves: nosso reconhecimento pelo maravilhoso trabalho que faz à frente do Ministério da Mulher, da Família e dos Direitos Humanos.",2019-12-27 22:51:03+00:00,5737,38061,@DamaresAlves,
jairbolsonaro,"- DE VEZ EM QUANDO, ELES FALAM A VERDADE.",2019-12-27 17:55:06+00:00,9158,55571,,
jairbolsonaro,"- Por 28 anos estive na Câmara. Agora coloco em prática o que vi e aprendi para o bem do nosso País. - Caso, de concreto, você seja prejudicado por qualquer decisão minha, eu mesmo saio da vida pública imediatamente. - Um abraço a todos!",2019-12-26 21:03:38+00:00,7565,39118,,
jairbolsonaro,"LEI ANTICRIME: saldo extremamente positivo! 1. Aumenta de 30 para 40 anos o período máximo de condenação. 2. Aumenta o período de permanência de presos em presídios federais de 360 dias para 3 anos, renováveis por mais três.",2019-12-26 02:57:01+00:00,5505,34425,,
jairbolsonaro,"- Em rede nacional, nossa mensagem aos brasileiros. Feliz Natal! ",2019-12-25 02:47:58+00:00,9433,58576,,
jairbolsonaro,"Que nesta data o espírito natalino se faça presente em nossos lares. Que a esperança e o amor ao próximo renovem-se neste momento tão especial. E que, inspirados no renascer de Jesus Cristo, nosso Senhor, celebremos também o renascer de uma grande nação. FELIZ NATAL A TODOS! ",2019-12-24 23:43:50+00:00,5436,32301,,
jairbolsonaro,"- Da série João 8:32 (9): - O futuro do Brasil depende do esforço de cada um de nós. Não cobre, de uma única pessoa, a solução do que foi destruído, por décadas, pela ação dos maus e omissão dos bons.",2019-12-24 13:12:51+00:00,6143,35266,,
jairbolsonaro,"Nota de Esclarecimento do Ministério de Minas e Energia (MME): - A citação publicada pelo jornal O Globo (21/dez), sobre possibilidade de racionamento de energia elétrica em 2020, não corresponde a realidade do setor elétrico brasileiro.",2019-12-23 00:24:22+00:00,7199,36872,,
jairbolsonaro,- Para Merval Pereira (O Globo) a Educação e a Cultura eram uma maravilha no Brasil.,2019-12-22 03:45:38+00:00,9049,47660,,
jairbolsonaro,"- Não sou rubro-negro, mas torci muito pelo representante do Brasil na final do mundial de clubes. O Flamengo fez uma grande partida contra um dos times mais caros do mundo. Deu exemplo de garra, determinação e disciplina. Honrou sua camisa e sua história. PARABÉNS, FLAMENGO! ",2019-12-21 22:18:06+00:00,5696,60124,,
jairbolsonaro,"- Hoje conversei com o Presidente @realDonaldTrump e, após trocarmos impressões, o mesmo decidiu não levar adiante sua intenção de sobretaxar o nosso aço/alumínio. Nossas relações comerciais e de amizade seguem cada vez mais fortes. Grande dia! ",2019-12-21 03:13:12+00:00,6757,45495,@realDonaldTrump,
jairbolsonaro,- Boa tarde a todos! ,2019-12-20 16:47:04+00:00,3433,41754,,
jairbolsonaro,"- A Rede GLOBO não consegue pronunciar ""JAIR BOLSONARO"" para as boas notícias, agora para divulgar fake news/mentiras a Globo não economiza em citar meu nome.",2019-12-20 14:51:28+00:00,10499,47077,,
